Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
1508.00,04-07-2016,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,"₹ 20,00,000.00",nan
1509.00,04-07-2016,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,USA,Rajan Anandan,Seed Funding,N/A,N/A
1510.00,04-07-2016,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,"₹ 1,60,00,000.00",nan
1511.00,05-07-2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund & Others,Private Equity,"₹ 10,00,000.00",nan
1512.00,05-07-2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,"₹ 8,20,00,000.00",nan
1513.00,05-07-2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath, Abhishek Jain",Seed Funding,"₹ 17,00,000.00",nan
1514.00,06-07-2016,HappilyUnmarried,eCommerce,Online Merchandize etailer,New Delhi,Info Edge (India) Ltd,Private Equity,"₹ 7,40,000.00",nan
1515.00,06-07-2016,Dont Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,"₹ 2,50,000.00",nan
1516.00,06-07-2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,"₹ 2,97,000.00",nan
1517.00,07-07-2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,"₹ 20,00,000.00",nan
1518.00,07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,"₹ 10,00,000.00",nan
1519.00,07-07-2016,Quickli,Logistics,On-Demand Delivery Startup,Gurgaon,"AVG Group, 500 Startups",Private Equity,N/A,N/A
1520.00,07-07-2016,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,N/A,N/A
1521.00,08-07-2016,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bangalore,"Alex Chua, Rahul Garg",Seed Funding,N/A,N/A
1522.00,08-07-2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"₹ 19,50,000.00",nan
1523.00,11-07-2016,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,"₹ 60,00,000.00",nan
1524.00,11-07-2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,"₹ 35,00,000.00",nan
1525.00,11-07-2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,"₹ 30,00,000.00",nan
1526.00,12-07-2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,"₹ 1,22,50,000.00",nan
1527.00,12-07-2016,GyanDhan,Consumer Internet,Education Focused Financing Platform,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,N/A,N/A
1528.00,12-07-2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,"Mumbai Angels, Times Internet",Private Equity,N/A,N/A
1529.00,12-07-2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,N/A,N/A
1530.00,12-07-2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,N/A,N/A
1531.00,13-07-2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,"₹ 50,00,000.00",nan
1532.00,13-07-2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,N/A,N/A
1533.00,13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"₹ 6,00,000.00",nan
1534.00,13-07-2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,"₹ 13,50,000.00",nan
1535.00,13-07-2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bangalore,Unitus Seed Fund,Private Equity,N/A,N/A
1536.00,13-07-2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,"₹ 50,00,000.00",nan
1537.00,13-07-2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Brand Capital,Seed Funding,N/A,N/A
1538.00,13-07-2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,N/A,N/A
1539.00,14-07-2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,"₹ 4,50,000.00",nan
1540.00,14-07-2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"₹ 10,70,000.00",nan
1541.00,14-07-2016,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 Startups,Private Equity,N/A,N/A
1542.00,15-07-2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"₹ 10,00,000.00",nan
1543.00,15-07-2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,"₹ 20,00,000.00",nan
1544.00,15-07-2016,BaggOut,eCommerce,Womens Fashion etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,N/A,N/A
1545.00,15-07-2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,"₹ 2,50,000.00",nan
1546.00,15-07-2016,SatvaCart,eCommerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,N/A,N/A
1547.00,15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"₹ 60,00,000.00",nan
1548.00,18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"₹ 6,50,000.00",nan
1549.00,18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,"₹ 6,50,000.00",nan
1550.00,18-07-2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"₹ 3,00,00,000.00",nan
1551.00,18-07-2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,N/A,N/A
1552.00,18-07-2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,N/A,N/A
1553.00,19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,"₹ 1,00,00,000.00",nan
1554.00,19-07-2016,Deal4Loans / Wishfin,Consumer Internet, Loans Comparison platform         (adsbygoogle = window.adsbygoogle || []).push({});  ,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"₹ 1,50,00,000.00",nan
1555.00,19-07-2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,"₹ 10,00,000.00",nan
1556.00,19-07-2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,"₹ 2,50,000.00",nan
1557.00,20-07-2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,"₹ 10,00,000.00",nan
1558.00,20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"₹ 5,95,000.00",nan
1559.00,20-07-2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,N/A,N/A
1560.00,21-07-2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,"₹ 10,00,000.00",nan
1561.00,21-07-2016,AbeRuk,eCommerce,Online Marketplace for books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,N/A,N/A
1562.00,21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,"₹ 5,95,000.00",nan
1563.00,21-07-2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",nan,N/A,N/A
1564.00,01-06-2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,N/A,N/A
1565.00,01-06-2016,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,N/A,N/A
1566.00,02-06-2016,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,N/A,N/A
1567.00,02-06-2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,N/A,N/A
1568.00,02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"₹ 10,00,000.00",nan
1569.00,02-06-2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,N/A,N/A
1570.00,02-06-2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"₹ 10,00,000.00",nan
1571.00,03-06-2016,iCliniq,Consumer Internet,Doctor Consultation platform,Bangalore,MadhanKumar Madathupalayam,Seed Funding,N/A,N/A
1572.00,03-06-2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,"₹ 75,000.00",nan
1573.00,03-06-2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,"₹ 20,00,000.00",nan
1574.00,06-06-2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"₹ 4,48,000.00",nan
1575.00,07-06-2016,CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,"₹ 40,00,000.00",nan
1576.00,07-06-2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,"₹ 20,00,000.00",nan
1577.00,07-06-2016,Intgrea,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,"₹ 1,00,000.00",nan
1578.00,07-06-2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"₹ 2,30,00,000.00",nan
1579.00,07-06-2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"₹ 10,00,000.00",nan
1580.00,08-06-2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,"₹ 10,00,000.00",nan
1581.00,08-06-2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"₹ 5,00,000.00",nan
1582.00,08-06-2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"₹ 2,00,000.00",nan
1583.00,08-06-2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,N/A,N/A
1584.00,08-06-2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,N/A,N/A
1585.00,08-06-2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,"₹ 1,60,00,000.00",nan
1586.00,08-06-2016,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,N/A,N/A
1587.00,08-06-2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,"₹ 2,00,000.00",nan
1588.00,09-06-2016,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,N/A,N/A
1589.00,09-06-2016,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,N/A,N/A
1590.00,09-06-2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,"₹ 20,00,000.00",nan
1591.00,10-06-2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,N/A,N/A
1592.00,10-06-2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"₹ 5,00,000.00",nan
1593.00,10-06-2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,N/A,N/A
1594.00,10-06-2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,N/A,N/A
1595.00,10-06-2016,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,N/A,N/A
1596.00,11-06-2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,N/A,N/A
1597.00,11-06-2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,N/A,N/A
1598.00,11-06-2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,N/A,N/A
1599.00,13-06-2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,N/A,N/A
1600.00,13-06-2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,"₹ 10,00,000.00",nan
1601.00,13-06-2016,Matrubharti,Consumer Internet,e-Book Publisher,N/A,Viridian Capital,Seed Funding,"₹ 30,000.00",nan
1602.00,14-06-2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,N/A,N/A
1603.00,14-06-2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,N/A,N/A
1604.00,14-06-2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,N/A,N/A
1605.00,14-06-2016,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"₹ 60,00,000.00",nan
1606.00,14-06-2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"₹ 10,00,000.00",nan
1607.00,14-06-2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,"₹ 44,00,000.00",nan
1608.00,15-06-2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"₹ 4,50,000.00",nan
1609.00,15-06-2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,N/A,N/A
1610.00,16-06-2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,"₹ 4,50,000.00",nan
1611.00,16-06-2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,"₹ 6,00,000.00",nan
1612.00,16-06-2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,N/A,N/A
1613.00,16-06-2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,N/A,N/A
1614.00,16-06-2016,Voonik,eCommerce,Online Womens Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,"₹ 2,00,00,000.00",nan
1615.00,16-06-2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,N/A,N/A
1616.00,17-06-2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"₹ 1,20,00,000.00",nan
1617.00,17-06-2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,"₹ 9,00,000.00",nan
1618.00,17-06-2016,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"₹ 52,00,000.00",nan
1619.00,17-06-2016,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,N/A,N/A
1620.00,17-06-2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,N/A,N/A
1621.00,20-06-2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,N/A,N/A
1622.00,20-06-2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,N/A,N/A
1623.00,20-06-2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,N/A,N/A
1624.00,21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"₹ 1,50,000.00",nan
1625.00,21-06-2016,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,N/A,N/A
1626.00,21-06-2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,N/A,N/A
1627.00,21-06-2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,N/A,N/A
1628.00,21-06-2016,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,"₹ 4,00,000.00",nan
1629.00,21-06-2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"₹ 2,25,000.00",nan
1630.00,21-06-2016,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,N/A,N/A
1631.00,21-06-2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"₹ 1,50,000.00",nan
1632.00,21-06-2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"₹ 60,00,000.00",nan
1633.00,22-06-2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"₹ 1,50,000.00",nan
1634.00,23-06-2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,"₹ 35,00,000.00",nan
1635.00,23-06-2016,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"₹ 2,10,000.00",nan
1636.00,23-06-2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,N/A,N/A
1637.00,23-06-2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,N/A,N/A
1638.00,24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"₹ 50,000.00",nan
1639.00,24-06-2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,N/A,N/A
1640.00,24-06-2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,"₹ 5,00,000.00",nan
1641.00,24-06-2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,"₹ 60,00,000.00",nan
1642.00,24-06-2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,"₹ 30,00,000.00",nan
